Scenario	Replication	TokenId	Element	Arrived	Started	Completed	Resources
S0	0	13	r	2021-12-24 01:26:55	2021-12-24 01:26:55	2021-12-24 02:09:49	
S0	0	8	n	2021-12-24 01:35:47	2021-12-24 01:35:47	2021-12-24 02:09:54	
S0	0	12	r	2021-12-24 01:28:09	2021-12-24 01:28:09	2021-12-24 02:09:55	
S0	0	9	i	2021-12-24 01:45:31	2021-12-24 01:45:31	2021-12-24 02:10:32	
S0	0	7	q	2021-12-24 01:42:01	2021-12-24 01:42:01	2021-12-24 02:11:27	
S0	0	5	ac	2021-12-24 01:47:25	2021-12-24 01:47:25	2021-12-24 02:12:14	
S0	0	22	e	2021-12-24 01:39:44	2021-12-24 01:39:44	2021-12-24 02:12:45	
S0	0	3	y	2021-12-24 01:46:10	2021-12-24 01:46:10	2021-12-24 02:12:51	
S0	0	23	e	2021-12-24 01:40:02	2021-12-24 01:40:02	2021-12-24 02:12:57	
S0	0	9	f	2021-12-24 01:45:31	2021-12-24 01:45:31	2021-12-24 02:13:31	
S0	0	8	l	2021-12-24 01:35:47	2021-12-24 01:35:47	2021-12-24 02:14:15	
S0	0	3	ac	2021-12-24 01:46:10	2021-12-24 01:46:10	2021-12-24 02:15:06	
S0	0	0	a	2021-12-24 01:31:56	2021-12-24 01:31:56	2021-12-24 02:15:14	
S0	0	8	o	2021-12-24 01:35:47	2021-12-24 01:35:47	2021-12-24 02:15:26	
S0	0	9	n	2021-12-24 01:45:31	2021-12-24 01:45:31	2021-12-24 02:16:01	
S0	0	17	u	2021-12-24 01:40:21	2021-12-24 01:40:21	2021-12-24 02:16:35	
S0	0	10	p	2021-12-24 01:54:08	2021-12-24 01:54:08	2021-12-24 02:17:06	
S0	0	3	z	2021-12-24 01:46:10	2021-12-24 01:46:10	2021-12-24 02:17:07	
S0	0	19	j	2021-12-24 01:41:55	2021-12-24 01:41:55	2021-12-24 02:18:49	
S0	0	2	c	2021-12-24 01:40:01	2021-12-24 01:40:01	2021-12-24 02:19:21	
S0	0	4	c	2021-12-24 01:49:18	2021-12-24 01:49:18	2021-12-24 02:20:41	
S0	0	10	x	2021-12-24 01:51:14	2021-12-24 01:51:14	2021-12-24 02:20:49	
S0	0	10	q	2021-12-24 01:51:14	2021-12-24 01:51:14	2021-12-24 02:22:10	
S0	0	7	p	2021-12-24 01:57:20	2021-12-24 01:57:20	2021-12-24 02:22:36	
S0	0	18	t	2021-12-24 01:55:54	2021-12-24 01:55:54	2021-12-24 02:23:01	
S0	0	9	o	2021-12-24 01:45:31	2021-12-24 01:45:31	2021-12-24 02:25:03	
S0	0	15	r	2021-12-24 01:43:55	2021-12-24 01:43:55	2021-12-24 02:25:14	
S0	0	28	b	2021-12-24 02:00:37	2021-12-24 02:00:37	2021-12-24 02:25:50	
S0	0	17	m	2021-12-24 01:40:21	2021-12-24 01:40:21	2021-12-24 02:25:55	
S0	0	14	r	2021-12-24 01:36:05	2021-12-24 01:36:05	2021-12-24 02:26:43	
S0	0	7	v	2021-12-24 01:47:28	2021-12-24 01:47:28	2021-12-24 02:27:38	
S0	0	21	k	2021-12-24 01:50:23	2021-12-24 01:50:23	2021-12-24 02:27:54	
S0	0	9	l	2021-12-24 01:45:31	2021-12-24 01:45:31	2021-12-24 02:28:29	
S0	0	5	z	2021-12-24 01:47:25	2021-12-24 01:47:25	2021-12-24 02:28:30	
S0	0	26	h	2021-12-24 01:58:30	2021-12-24 01:58:30	2021-12-24 02:31:01	
S0	0	27	h	2021-12-24 02:09:09	2021-12-24 02:09:09	2021-12-24 02:31:51	
S0	0	8	q	2021-12-24 01:55:05	2021-12-24 01:55:05	2021-12-24 02:32:17	
S0	0	8	x	2021-12-24 01:55:05	2021-12-24 01:55:05	2021-12-24 02:32:39	
S0	0	13	ad	2021-12-24 02:09:49	2021-12-24 02:09:49	2021-12-24 02:33:40	
S0	0	25	e	2021-12-24 02:05:59	2021-12-24 02:05:59	2021-12-24 02:36:11	
S0	0	24	e	2021-12-24 01:54:54	2021-12-24 01:54:54	2021-12-24 02:36:50	
S0	0	1	a	2021-12-24 01:47:01	2021-12-24 01:47:01	2021-12-24 02:37:21	
S0	0	8	p	2021-12-24 02:15:26	2021-12-24 02:15:26	2021-12-24 02:37:24	
S0	0	20	j	2021-12-24 02:04:06	2021-12-24 02:04:06	2021-12-24 02:38:10	
S0	0	10	g	2021-12-24 01:54:08	2021-12-24 01:54:08	2021-12-24 02:38:16	
S0	0	11	d	2021-12-24 02:05:03	2021-12-24 02:05:03	2021-12-24 02:38:57	
S0	0	0	ae	2021-12-24 02:15:14	2021-12-24 02:15:14	2021-12-24 02:39:31	
S0	0	10	v	2021-12-24 01:56:12	2021-12-24 01:56:12	2021-12-24 02:39:32	
S0	0	12	ad	2021-12-24 02:09:55	2021-12-24 02:09:55	2021-12-24 02:41:06	
S0	0	22	k	2021-12-24 02:12:45	2021-12-24 02:12:45	2021-12-24 02:41:07	
S0	0	6	c	2021-12-24 02:06:55	2021-12-24 02:06:55	2021-12-24 02:41:16	
S0	0	18	m	2021-12-24 01:55:54	2021-12-24 01:55:54	2021-12-24 02:41:51	
S0	0	7	g	2021-12-24 01:57:20	2021-12-24 01:57:20	2021-12-24 02:41:52	
S0	0	16	r	2021-12-24 02:01:48	2021-12-24 02:01:48	2021-12-24 02:42:05	
S0	0	2	aa	2021-12-24 02:19:21	2021-12-24 02:19:21	2021-12-24 02:43:16	
S0	0	9	p	2021-12-24 02:25:03	2021-12-24 02:25:03	2021-12-24 02:43:54	
S0	0	4	aa	2021-12-24 02:20:41	2021-12-24 02:20:41	2021-12-24 02:46:24	
S0	0	9	x	2021-12-24 02:13:31	2021-12-24 02:13:31	2021-12-24 02:46:52	
S0	0	9	q	2021-12-24 02:13:31	2021-12-24 02:13:31	2021-12-24 02:47:02	
S0	0	9	v	2021-12-24 02:16:01	2021-12-24 02:16:01	2021-12-24 02:47:35	
S0	0	29	b	2021-12-24 02:18:08	2021-12-24 02:18:08	2021-12-24 02:49:02	
S0	0	14	ad	2021-12-24 02:26:43	2021-12-24 02:26:43	2021-12-24 02:49:20	
S0	0	0	w	2021-12-24 02:15:14	2021-12-24 02:15:14	2021-12-24 02:50:43	
S0	0	23	k	2021-12-24 02:12:57	2021-12-24 02:12:57	2021-12-24 02:50:54	
S0	0	30	b	2021-12-24 02:31:06	2021-12-24 02:31:06	2021-12-24 02:51:31	
S0	0	3	c	2021-12-24 02:17:07	2021-12-24 02:17:07	2021-12-24 02:53:01	
S0	0	15	ad	2021-12-24 02:25:14	2021-12-24 02:25:14	2021-12-24 02:53:22	
S0	0	10	y	2021-12-24 02:39:32	2021-12-24 02:39:32	2021-12-24 02:55:14	
S0	0	7	y	2021-12-24 02:27:38	2021-12-24 02:27:38	2021-12-24 02:56:09	
S0	0	19	t	2021-12-24 02:18:49	2021-12-24 02:18:49	2021-12-24 02:58:00	
S0	0	7	ac	2021-12-24 02:27:38	2021-12-24 02:27:38	2021-12-24 02:59:27	
S0	0	17	r	2021-12-24 02:16:35	2021-12-24 02:16:35	2021-12-24 02:59:54	
S0	0	28	h	2021-12-24 02:25:50	2021-12-24 02:25:50	2021-12-24 03:00:29	
S0	0	8	g	2021-12-24 02:15:26	2021-12-24 02:15:26	2021-12-24 03:00:55	
S0	0	27	e	2021-12-24 02:31:51	2021-12-24 02:31:51	2021-12-24 03:02:00	
S0	0	11	n	2021-12-24 02:38:57	2021-12-24 02:38:57	2021-12-24 03:02:02	
S0	0	21	j	2021-12-24 02:27:54	2021-12-24 02:27:54	2021-12-24 03:02:05	
S0	0	18	r	2021-12-24 02:23:01	2021-12-24 02:23:01	2021-12-24 03:02:44	
S0	0	5	c	2021-12-24 02:28:30	2021-12-24 02:28:30	2021-12-24 03:02:58	
S0	0	8	v	2021-12-24 02:09:54	2021-12-24 02:09:54	2021-12-24 03:03:24	
S0	0	19	m	2021-12-24 02:18:49	2021-12-24 02:18:49	2021-12-24 03:03:34	
S0	0	1	ae	2021-12-24 02:37:21	2021-12-24 02:37:21	2021-12-24 03:04:17	
S0	0	13	d	2021-12-24 02:33:40	2021-12-24 02:33:40	2021-12-24 03:05:26	
S0	0	11	f	2021-12-24 02:38:57	2021-12-24 02:38:57	2021-12-24 03:05:41	
S0	0	9	g	2021-12-24 02:25:03	2021-12-24 02:25:03	2021-12-24 03:05:42	
S0	0	31	b	2021-12-24 02:45:36	2021-12-24 02:45:36	2021-12-24 03:09:36	
S0	0	26	e	2021-12-24 02:31:01	2021-12-24 02:31:01	2021-12-24 03:10:13	
S0	0	11	i	2021-12-24 02:38:57	2021-12-24 02:38:57	2021-12-24 03:10:50	
S0	0	12	d	2021-12-24 02:41:06	2021-12-24 02:41:06	2021-12-24 03:12:07	
S0	0	24	k	2021-12-24 02:36:50	2021-12-24 02:36:50	2021-12-24 03:12:39	
S0	0	25	k	2021-12-24 02:36:11	2021-12-24 02:36:11	2021-12-24 03:13:17	
S0	0	10	ac	2021-12-24 02:39:32	2021-12-24 02:39:32	2021-12-24 03:14:02	
S0	0	7	z	2021-12-24 02:27:38	2021-12-24 02:27:38	2021-12-24 03:14:22	
S0	0	1	w	2021-12-24 02:37:21	2021-12-24 02:37:21	2021-12-24 03:14:50	
S0	0	16	ad	2021-12-24 02:42:05	2021-12-24 02:42:05	2021-12-24 03:14:56	
S0	0	11	l	2021-12-24 02:38:57	2021-12-24 02:38:57	2021-12-24 03:14:58	
S0	0	11	o	2021-12-24 02:38:57	2021-12-24 02:38:57	2021-12-24 03:17:49	
S0	0	3	aa	2021-12-24 02:53:01	2021-12-24 02:53:01	2021-12-24 03:20:05	
S0	0	29	h	2021-12-24 02:49:02	2021-12-24 02:49:02	2021-12-24 03:21:12	
S0	0	20	m	2021-12-24 02:38:10	2021-12-24 02:38:10	2021-12-24 03:21:30	
S0	0	23	j	2021-12-24 02:50:54	2021-12-24 02:50:54	2021-12-24 03:21:40	
S0	0	14	d	2021-12-24 02:49:20	2021-12-24 02:49:20	2021-12-24 03:22:33	
S0	0	22	j	2021-12-24 02:41:07	2021-12-24 02:41:07	2021-12-24 03:23:11	
S0	0	5	aa	2021-12-24 03:02:58	2021-12-24 03:02:58	2021-12-24 03:23:33	
S0	0	9	ac	2021-12-24 02:47:35	2021-12-24 02:47:35	2021-12-24 03:24:41	
S0	0	2	a	2021-12-24 02:43:16	2021-12-24 02:43:16	2021-12-24 03:24:59	
S0	0	30	h	2021-12-24 02:51:31	2021-12-24 02:51:31	2021-12-24 03:25:34	
S0	0	15	d	2021-12-24 02:53:22	2021-12-24 02:53:22	2021-12-24 03:25:37	
S0	0	9	y	2021-12-24 02:47:35	2021-12-24 02:47:35	2021-12-24 03:25:41	
S0	0	20	t	2021-12-24 02:38:10	2021-12-24 02:38:10	2021-12-24 03:26:18	
S0	0	10	z	2021-12-24 02:39:32	2021-12-24 02:39:32	2021-12-24 03:26:21	
S0	0	6	s	2021-12-24 02:41:16	2021-12-24 02:41:16	2021-12-24 03:27:33	
S0	0	8	y	2021-12-24 03:03:24	2021-12-24 03:03:24	2021-12-24 03:29:52	
S0	0	27	k	2021-12-24 03:02:00	2021-12-24 03:02:00	2021-12-24 03:31:12	
S0	0	9	z	2021-12-24 02:47:35	2021-12-24 02:47:35	2021-12-24 03:31:45	
S0	0	13	n	2021-12-24 03:05:26	2021-12-24 03:05:26	2021-12-24 03:33:05	
S0	0	8	ac	2021-12-24 03:03:24	2021-12-24 03:03:24	2021-12-24 03:33:51	
S0	0	19	r	2021-12-24 02:58:00	2021-12-24 02:58:00	2021-12-24 03:33:55	
S0	0	32	b	2021-12-24 03:01:43	2021-12-24 03:01:43	2021-12-24 03:34:09	
S0	0	8	z	2021-12-24 03:03:24	2021-12-24 03:03:24	2021-12-24 03:34:46	
S0	0	13	i	2021-12-24 03:05:26	2021-12-24 03:05:26	2021-12-24 03:34:49	
S0	0	17	ab	2021-12-24 02:59:54	2021-12-24 02:59:54	2021-12-24 03:35:07	
S0	0	11	p	2021-12-24 03:17:49	2021-12-24 03:17:49	2021-12-24 03:35:07	
S0	0	13	f	2021-12-24 03:05:26	2021-12-24 03:05:26	2021-12-24 03:35:49	
S0	0	21	u	2021-12-24 03:02:05	2021-12-24 03:02:05	2021-12-24 03:35:59	
S0	0	12	f	2021-12-24 03:12:07	2021-12-24 03:12:07	2021-12-24 03:36:37	
S0	0	18	ab	2021-12-24 03:02:44	2021-12-24 03:02:44	2021-12-24 03:36:59	
S0	0	11	v	2021-12-24 03:02:02	2021-12-24 03:02:02	2021-12-24 03:37:38	
S0	0	13	l	2021-12-24 03:05:26	2021-12-24 03:05:26	2021-12-24 03:38:26	
S0	0	4	a	2021-12-24 02:46:24	2021-12-24 02:46:24	2021-12-24 03:38:35	
S0	0	31	h	2021-12-24 03:09:36	2021-12-24 03:09:36	2021-12-24 03:38:39	
S0	0	24	j	2021-12-24 03:12:39	2021-12-24 03:12:39	2021-12-24 03:39:15	
S0	0	12	n	2021-12-24 03:12:07	2021-12-24 03:12:07	2021-12-24 03:41:37	
S0	0	14	f	2021-12-24 03:22:33	2021-12-24 03:22:33	2021-12-24 03:42:26	
S0	0	12	i	2021-12-24 03:12:07	2021-12-24 03:12:07	2021-12-24 03:42:26	
S0	0	11	q	2021-12-24 03:05:41	2021-12-24 03:05:41	2021-12-24 03:42:57	
S0	0	26	k	2021-12-24 03:10:13	2021-12-24 03:10:13	2021-12-24 03:42:59	
S0	0	28	e	2021-12-24 03:00:29	2021-12-24 03:00:29	2021-12-24 03:43:24	
S0	0	33	b	2021-12-24 03:21:11	2021-12-24 03:21:11	2021-12-24 03:43:49	
S0	0	25	j	2021-12-24 03:13:17	2021-12-24 03:13:17	2021-12-24 03:47:37	
S0	0	13	o	2021-12-24 03:05:26	2021-12-24 03:05:26	2021-12-24 03:48:04	
S0	0	17	f	2021-12-24 03:35:07	2021-12-24 03:35:07	2021-12-24 03:49:18	
S0	0	12	o	2021-12-24 03:12:07	2021-12-24 03:12:07	2021-12-24 03:49:38	
S0	0	11	x	2021-12-24 03:05:41	2021-12-24 03:05:41	2021-12-24 03:49:51	
S0	0	15	f	2021-12-24 03:25:37	2021-12-24 03:25:37	2021-12-24 03:49:57	
S0	0	15	n	2021-12-24 03:25:37	2021-12-24 03:25:37	2021-12-24 03:50:54	
S0	0	7	c	2021-12-24 03:14:22	2021-12-24 03:14:22	2021-12-24 03:50:59	
S0	0	23	t	2021-12-24 03:21:40	2021-12-24 03:21:40	2021-12-24 03:51:41	
S0	0	21	m	2021-12-24 03:02:05	2021-12-24 03:02:05	2021-12-24 03:51:42	
S0	0	12	l	2021-12-24 03:12:07	2021-12-24 03:12:07	2021-12-24 03:52:10	
S0	0	17	i	2021-12-24 03:35:07	2021-12-24 03:35:07	2021-12-24 03:52:33	
S0	0	14	i	2021-12-24 03:22:33	2021-12-24 03:22:33	2021-12-24 03:54:04	
S0	0	30	e	2021-12-24 03:25:34	2021-12-24 03:25:34	2021-12-24 03:54:22	
S0	0	29	e	2021-12-24 03:21:12	2021-12-24 03:21:12	2021-12-24 03:54:39	
S0	0	16	d	2021-12-24 03:14:56	2021-12-24 03:14:56	2021-12-24 03:55:06	
S0	0	14	l	2021-12-24 03:22:33	2021-12-24 03:22:33	2021-12-24 03:55:40	
S0	0	10	c	2021-12-24 03:26:21	2021-12-24 03:26:21	2021-12-24 03:55:50	
S0	0	14	n	2021-12-24 03:22:33	2021-12-24 03:22:33	2021-12-24 03:56:49	
S0	0	15	i	2021-12-24 03:25:37	2021-12-24 03:25:37	2021-12-24 03:56:57	
S0	0	2	ae	2021-12-24 03:24:59	2021-12-24 03:24:59	2021-12-24 03:57:39	
S0	0	18	f	2021-12-24 03:36:59	2021-12-24 03:36:59	2021-12-24 03:57:40	
S0	0	15	l	2021-12-24 03:25:37	2021-12-24 03:25:37	2021-12-24 03:58:34	
S0	0	2	w	2021-12-24 03:24:59	2021-12-24 03:24:59	2021-12-24 04:00:18	
S0	0	6	a	2021-12-24 03:27:33	2021-12-24 03:27:33	2021-12-24 04:00:30	
S0	0	5	a	2021-12-24 03:23:33	2021-12-24 03:23:33	2021-12-24 04:01:00	
S0	0	4	ae	2021-12-24 03:38:35	2021-12-24 03:38:35	2021-12-24 04:01:08	
S0	0	14	o	2021-12-24 03:22:33	2021-12-24 03:22:33	2021-12-24 04:01:25	
S0	0	11	y	2021-12-24 03:37:38	2021-12-24 03:37:38	2021-12-24 04:01:43	
S0	0	22	u	2021-12-24 03:23:11	2021-12-24 03:23:11	2021-12-24 04:01:53	
S0	0	11	g	2021-12-24 03:17:49	2021-12-24 03:17:49	2021-12-24 04:02:18	
S0	0	3	a	2021-12-24 03:20:05	2021-12-24 03:20:05	2021-12-24 04:02:21	
S0	0	15	o	2021-12-24 03:25:37	2021-12-24 03:25:37	2021-12-24 04:03:04	
S0	0	11	ac	2021-12-24 03:37:38	2021-12-24 03:37:38	2021-12-24 04:04:01	
S0	0	13	x	2021-12-24 03:35:49	2021-12-24 03:35:49	2021-12-24 04:04:06	
S0	0	19	ad	2021-12-24 03:33:55	2021-12-24 03:33:55	2021-12-24 04:04:18	
S0	0	33	h	2021-12-24 03:43:49	2021-12-24 03:43:49	2021-12-24 04:04:33	
S0	0	14	x	2021-12-24 03:42:26	2021-12-24 03:42:26	2021-12-24 04:04:53	
S0	0	32	h	2021-12-24 03:34:09	2021-12-24 03:34:09	2021-12-24 04:05:17	
S0	0	17	n	2021-12-24 03:35:07	2021-12-24 03:35:07	2021-12-24 04:05:51	
S0	0	23	m	2021-12-24 03:21:40	2021-12-24 03:21:40	2021-12-24 04:05:52	
S0	0	13	p	2021-12-24 03:48:04	2021-12-24 03:48:04	2021-12-24 04:06:15	
S0	0	12	x	2021-12-24 03:36:37	2021-12-24 03:36:37	2021-12-24 04:06:19	
S0	0	18	i	2021-12-24 03:36:59	2021-12-24 03:36:59	2021-12-24 04:06:33	
S0	0	4	w	2021-12-24 03:38:35	2021-12-24 03:38:35	2021-12-24 04:06:43	
S0	0	34	b	2021-12-24 03:38:46	2021-12-24 03:38:46	2021-12-24 04:06:45	
S0	0	28	k	2021-12-24 03:43:24	2021-12-24 03:43:24	2021-12-24 04:07:14	
S0	0	13	v	2021-12-24 03:33:05	2021-12-24 03:33:05	2021-12-24 04:08:26	
S0	0	12	p	2021-12-24 03:49:38	2021-12-24 03:49:38	2021-12-24 04:08:28	
S0	0	8	c	2021-12-24 03:34:46	2021-12-24 03:34:46	2021-12-24 04:08:51	
S0	0	22	m	2021-12-24 03:23:11	2021-12-24 03:23:11	2021-12-24 04:09:06	
S0	0	27	j	2021-12-24 03:31:12	2021-12-24 03:31:12	2021-12-24 04:09:22	
S0	0	20	r	2021-12-24 03:26:18	2021-12-24 03:26:18	2021-12-24 04:09:40	
S0	0	17	l	2021-12-24 03:35:07	2021-12-24 03:35:07	2021-12-24 04:10:28	
S0	0	18	n	2021-12-24 03:36:59	2021-12-24 03:36:59	2021-12-24 04:11:14	
S0	0	17	o	2021-12-24 03:35:07	2021-12-24 03:35:07	2021-12-24 04:11:16	
S0	0	13	q	2021-12-24 03:35:49	2021-12-24 03:35:49	2021-12-24 04:11:40	
S0	0	24	u	2021-12-24 03:39:15	2021-12-24 03:39:15	2021-12-24 04:12:52	
S0	0	12	q	2021-12-24 03:36:37	2021-12-24 03:36:37	2021-12-24 04:12:55	
S0	0	21	r	2021-12-24 03:35:59	2021-12-24 03:35:59	2021-12-24 04:13:05	
S0	0	26	j	2021-12-24 03:42:59	2021-12-24 03:42:59	2021-12-24 04:14:28	
S0	0	14	q	2021-12-24 03:42:26	2021-12-24 03:42:26	2021-12-24 04:15:52	
S0	0	12	v	2021-12-24 03:41:37	2021-12-24 03:41:37	2021-12-24 04:17:33	
S0	0	9	c	2021-12-24 03:31:45	2021-12-24 03:31:45	2021-12-24 04:17:41	
S0	0	18	o	2021-12-24 03:36:59	2021-12-24 03:36:59	2021-12-24 04:18:13	
S0	0	18	l	2021-12-24 03:36:59	2021-12-24 03:36:59	2021-12-24 04:18:23	
S0	0	15	x	2021-12-24 03:49:57	2021-12-24 03:49:57	2021-12-24 04:18:51	
S0	0	11	z	2021-12-24 03:37:38	2021-12-24 03:37:38	2021-12-24 04:18:53	
S0	0	16	i	2021-12-24 03:55:06	2021-12-24 03:55:06	2021-12-24 04:19:26	
S0	0	17	q	2021-12-24 03:49:18	2021-12-24 03:49:18	2021-12-24 04:19:31	
S0	0	31	e	2021-12-24 03:38:39	2021-12-24 03:38:39	2021-12-24 04:19:40	
S0	0	25	u	2021-12-24 03:47:37	2021-12-24 03:47:37	2021-12-24 04:20:28	
S0	0	17	x	2021-12-24 03:49:18	2021-12-24 03:49:18	2021-12-24 04:20:32	
S0	0	15	p	2021-12-24 04:03:04	2021-12-24 04:03:04	2021-12-24 04:21:05	
S0	0	16	n	2021-12-24 03:55:06	2021-12-24 03:55:06	2021-12-24 04:21:39	
S0	0	14	p	2021-12-24 04:01:25	2021-12-24 04:01:25	2021-12-24 04:22:30	
S0	0	15	q	2021-12-24 03:49:57	2021-12-24 03:49:57	2021-12-24 04:23:02	
S0	0	16	f	2021-12-24 03:55:06	2021-12-24 03:55:06	2021-12-24 04:24:22	
S0	0	30	k	2021-12-24 03:54:22	2021-12-24 03:54:22	2021-12-24 04:25:44	
S0	0	7	aa	2021-12-24 03:50:59	2021-12-24 03:50:59	2021-12-24 04:26:28	
S0	0	3	ae	2021-12-24 04:02:21	2021-12-24 04:02:21	2021-12-24 04:26:36	
S0	0	29	k	2021-12-24 03:54:39	2021-12-24 03:54:39	2021-12-24 04:27:43	
S0	0	13	ac	2021-12-24 04:08:26	2021-12-24 04:08:26	2021-12-24 04:27:51	
S0	0	24	m	2021-12-24 03:39:15	2021-12-24 03:39:15	2021-12-24 04:28:19	
S0	0	16	o	2021-12-24 03:55:06	2021-12-24 03:55:06	2021-12-24 04:28:36	
S0	0	35	b	2021-12-24 03:58:07	2021-12-24 03:58:07	2021-12-24 04:28:36	
S0	0	20	ad	2021-12-24 04:09:40	2021-12-24 04:09:40	2021-12-24 04:29:13	
S0	0	12	g	2021-12-24 03:49:38	2021-12-24 03:49:38	2021-12-24 04:30:11	
S0	0	13	g	2021-12-24 03:48:04	2021-12-24 03:48:04	2021-12-24 04:30:27	
S0	0	17	p	2021-12-24 04:11:16	2021-12-24 04:11:16	2021-12-24 04:30:35	
S0	0	18	q	2021-12-24 03:57:40	2021-12-24 03:57:40	2021-12-24 04:31:30	
S0	0	14	v	2021-12-24 03:56:49	2021-12-24 03:56:49	2021-12-24 04:32:57	
S0	0	5	ae	2021-12-24 04:01:00	2021-12-24 04:01:00	2021-12-24 04:33:21	
S0	0	15	v	2021-12-24 03:50:54	2021-12-24 03:50:54	2021-12-24 04:33:42	
S0	0	25	m	2021-12-24 03:47:37	2021-12-24 03:47:37	2021-12-24 04:33:55	
S0	0	13	y	2021-12-24 04:08:26	2021-12-24 04:08:26	2021-12-24 04:34:24	
S0	0	6	ae	2021-12-24 04:00:30	2021-12-24 04:00:30	2021-12-24 04:34:36	
S0	0	5	w	2021-12-24 04:01:00	2021-12-24 04:01:00	2021-12-24 04:34:40	
S0	0	23	r	2021-12-24 03:51:41	2021-12-24 03:51:41	2021-12-24 04:35:03	
S0	0	18	x	2021-12-24 03:57:40	2021-12-24 03:57:40	2021-12-24 04:36:33	
S0	0	16	l	2021-12-24 03:55:06	2021-12-24 03:55:06	2021-12-24 04:37:05	
S0	0	19	d	2021-12-24 04:04:18	2021-12-24 04:04:18	2021-12-24 04:37:45	
S0	0	3	w	2021-12-24 04:02:21	2021-12-24 04:02:21	2021-12-24 04:38:26	
S0	0	13	z	2021-12-24 04:08:26	2021-12-24 04:08:26	2021-12-24 04:39:45	
S0	0	6	w	2021-12-24 04:00:30	2021-12-24 04:00:30	2021-12-24 04:39:59	
S0	0	10	s	2021-12-24 03:55:50	2021-12-24 03:55:50	2021-12-24 04:40:01	
S0	0	18	p	2021-12-24 04:18:13	2021-12-24 04:18:13	2021-12-24 04:41:01	
S0	0	34	h	2021-12-24 04:06:45	2021-12-24 04:06:45	2021-12-24 04:41:10	
S0	0	22	r	2021-12-24 04:01:53	2021-12-24 04:01:53	2021-12-24 04:41:15	
S0	0	27	t	2021-12-24 04:09:22	2021-12-24 04:09:22	2021-12-24 04:41:49	
S0	0	28	j	2021-12-24 04:07:14	2021-12-24 04:07:14	2021-12-24 04:41:49	
S0	0	36	b	2021-12-24 04:14:38	2021-12-24 04:14:38	2021-12-24 04:42:04	
S0	0	12	y	2021-12-24 04:17:33	2021-12-24 04:17:33	2021-12-24 04:44:49	
S0	0	32	e	2021-12-24 04:05:17	2021-12-24 04:05:17	2021-12-24 04:44:53	
S0	0	8	aa	2021-12-24 04:08:51	2021-12-24 04:08:51	2021-12-24 04:45:04	
S0	0	15	g	2021-12-24 04:03:04	2021-12-24 04:03:04	2021-12-24 04:45:13	
S0	0	33	e	2021-12-24 04:04:33	2021-12-24 04:04:33	2021-12-24 04:46:11	
S0	0	9	aa	2021-12-24 04:17:41	2021-12-24 04:17:41	2021-12-24 04:46:41	
S0	0	26	u	2021-12-24 04:14:28	2021-12-24 04:14:28	2021-12-24 04:46:47	
S0	0	17	g	2021-12-24 04:11:16	2021-12-24 04:11:16	2021-12-24 04:47:02	
S0	0	17	v	2021-12-24 04:05:51	2021-12-24 04:05:51	2021-12-24 04:47:12	
S0	0	30	j	2021-12-24 04:25:44	2021-12-24 04:25:44	2021-12-24 04:47:23	
S0	0	31	k	2021-12-24 04:19:40	2021-12-24 04:19:40	2021-12-24 04:49:53	
S0	0	14	g	2021-12-24 04:01:25	2021-12-24 04:01:25	2021-12-24 04:50:06	
S0	0	12	z	2021-12-24 04:17:33	2021-12-24 04:17:33	2021-12-24 04:50:11	
S0	0	16	p	2021-12-24 04:28:36	2021-12-24 04:28:36	2021-12-24 04:50:53	
S0	0	21	ab	2021-12-24 04:13:05	2021-12-24 04:13:05	2021-12-24 04:51:00	
S0	0	27	m	2021-12-24 04:09:22	2021-12-24 04:09:22	2021-12-24 04:51:51	
S0	0	12	ac	2021-12-24 04:17:33	2021-12-24 04:17:33	2021-12-24 04:53:52	
S0	0	16	q	2021-12-24 04:24:22	2021-12-24 04:24:22	2021-12-24 04:57:16	
S0	0	14	y	2021-12-24 04:32:57	2021-12-24 04:32:57	2021-12-24 04:57:38	
S0	0	24	r	2021-12-24 04:12:52	2021-12-24 04:12:52	2021-12-24 04:57:43	
S0	0	18	g	2021-12-24 04:18:13	2021-12-24 04:18:13	2021-12-24 04:57:43	
S0	0	35	h	2021-12-24 04:28:36	2021-12-24 04:28:36	2021-12-24 04:58:06	
S0	0	19	f	2021-12-24 04:37:45	2021-12-24 04:37:45	2021-12-24 04:59:02	
S0	0	11	c	2021-12-24 04:18:53	2021-12-24 04:18:53	2021-12-24 04:59:11	
S0	0	25	r	2021-12-24 04:20:28	2021-12-24 04:20:28	2021-12-24 04:59:46	
S0	0	19	i	2021-12-24 04:37:45	2021-12-24 04:37:45	2021-12-24 05:00:19	
S0	0	37	b	2021-12-24 04:29:41	2021-12-24 04:29:41	2021-12-24 05:00:30	
S0	0	18	v	2021-12-24 04:11:14	2021-12-24 04:11:14	2021-12-24 05:01:00	
S0	0	20	d	2021-12-24 04:29:13	2021-12-24 04:29:13	2021-12-24 05:01:01	
S0	0	15	y	2021-12-24 04:33:42	2021-12-24 04:33:42	2021-12-24 05:01:49	
S0	0	23	ad	2021-12-24 04:35:03	2021-12-24 04:35:03	2021-12-24 05:01:58	
S0	0	14	ac	2021-12-24 04:32:57	2021-12-24 04:32:57	2021-12-24 05:02:24	
S0	0	16	x	2021-12-24 04:24:22	2021-12-24 04:24:22	2021-12-24 05:02:25	
